Income,Expenditure,Savings,Investments,Risk_Profile,Debt_Level,Age,Employment_Status,Credit_Score,Marital_Status,Geographic_Location,Cluster
480058,322460.66794818244,150704.752661574,21786.71784216538,Aggressive,90724.70690754986,48,Unemployed,416,Married,Suburban,0
474589,287586.81624376925,136082.2893499386,11213.670912095264,Moderate,26396.673673559257,46,Freelancer,463,Married,Urban,0
157848,55714.875557966494,61827.46493868732,19431.614519941948,Aggressive,28097.723387951344,26,Unemployed,605,Married,Suburban,1
112787,42383.62735662947,41810.087725885925,20799.480398762083,Conservative,41295.28961003446,52,Unemployed,499,Divorced,Suburban,1
147948,51319.97444783441,20257.336615804863,37333.548239331845,Moderate,13943.832714997396,34,Unemployed,479,Divorced,Suburban,1
75016,44153.396755549424,19660.847686453526,4691.093619772158,Moderate,50727.28444232404,29,Freelancer,657,Married,Urban,1
422690,312185.82392122765,111011.89863643474,25629.195156625523,Moderate,66503.17617021315,53,Employed,551,Married,Urban,0
471269,243599.066804897,103773.92008339714,28209.739589937268,Conservative,78600.0492077367,69,Unemployed,598,Divorced,Suburban,0
41959,15962.214265546536,11865.252747931876,24707.880177590217,Moderate,71145.42418642291,65,Freelancer,729,Divorced,Urban,2
156602,90675.87210148925,36942.15011448981,36593.66265313601,Moderate,14763.59640802637,41,Unemployed,303,Married,Rural,1
245928,173594.69959467513,34357.48689060111,19189.56279534237,Moderate,45606.71449709239,27,Employed,553,Single,Rural,1
401245,269177.62806087785,94519.24603393824,47248.353182003804,Conservative,3858.620080817843,47,Unemployed,395,Single,Suburban,0
285892,211767.46315142562,23593.13049301577,24090.17212694707,Moderate,1779.7996720949284,46,Freelancer,466,Married,Rural,1
248576,109112.69586286729,76835.74598125546,28560.69548073988,Conservative,44013.04182738006,56,Unemployed,630,Single,Suburban,1
33545,13316.591238748753,14563.37882990332,41276.54116733747,Conservative,25296.049445762903,27,Unemployed,361,Divorced,Suburban,1
409803,303216.61769423215,154241.3203633874,13761.805296556124,Moderate,68336.07948733628,56,Unemployed,473,Single,Suburban,0
479415,301446.63867523795,101720.9889206438,3760.1014381401233,Aggressive,72424.07868134126,45,Employed,552,Married,Urban,0
185838,84642.60524737192,16573.412415934108,35389.19891812413,Moderate,89540.37245582556,35,Unemployed,760,Single,Urban,2
355674,238719.1502696633,50138.37843902203,24150.592777418933,Moderate,76068.25135390388,58,Freelancer,514,Single,Urban,0
375701,265830.69608382933,111008.61988641262,44825.21254794974,Conservative,4824.412313654169,67,Unemployed,538,Single,Urban,0
81087,49259.47028727069,11609.686974125994,49134.00243612171,Moderate,37162.30103577677,34,Unemployed,714,Divorced,Suburban,1
88840,57207.812160865826,26188.957042950435,19955.46752873646,Conservative,27302.33517521221,28,Unemployed,425,Divorced,Urban,1
138451,67512.8545149958,21351.852459913956,20771.950812983043,Aggressive,38613.24498271612,18,Employed,552,Divorced,Rural,1
467600,266227.04702480254,202010.56061515523,20398.13011028632,Aggressive,16007.565896870157,34,Freelancer,496,Married,Rural,0
333149,187256.2517841251,76215.21725739684,16227.705486546307,Moderate,9770.410369059346,53,Unemployed,712,Single,Urban,0
459792,332900.39498979994,73795.59603192125,39084.354888319875,Moderate,52098.45425084006,53,Freelancer,755,Divorced,Rural,0
59353,42733.09106084419,24663.94809929173,37949.78812453638,Moderate,72038.13108663943,63,Freelancer,353,Divorced,Rural,2
213075,152634.19550306062,43526.43559166463,23932.243527526243,Moderate,70191.09019319428,26,Employed,638,Single,Urban,2
234283,71577.15984212664,23468.00148647001,2233.0608189449376,Conservative,45094.432217622714,62,Freelancer,658,Married,Suburban,1
334877,225965.8716012439,102701.50866374977,15477.965075653672,Conservative,52227.89862889461,45,Unemployed,450,Single,Suburban,0
85318,57959.77612574535,26593.952657408143,14615.152327741876,Moderate,51632.87225086414,65,Employed,399,Married,Suburban,1
261025,166844.4161178817,97000.29738278339,40554.36231001292,Aggressive,69157.03777680562,50,Employed,533,Single,Urban,2
436880,296262.4518698089,69070.17969103578,4378.778670808736,Conservative,4792.517595602408,20,Freelancer,843,Divorced,Suburban,0
87172,62849.72061205554,21766.595827107136,40283.76895213521,Conservative,70989.61088712238,68,Employed,361,Divorced,Suburban,2
236688,126665.83813862174,41909.294110065704,33459.18260995715,Moderate,58220.090075728745,25,Freelancer,495,Divorced,Rural,2
276951,152606.95433791945,23936.648176939176,36622.07295652246,Aggressive,19810.87146715742,67,Freelancer,841,Married,Suburban,1
113264,41042.006471005865,50343.154826407575,21610.659379251174,Conservative,4905.88537462645,23,Employed,405,Single,Urban,1
266458,131280.64352251697,100718.83566395949,33986.28980008791,Conservative,10852.779055788842,69,Unemployed,594,Married,Suburban,1
308880,192025.31838557599,57346.15941253545,30451.44723534579,Moderate,52469.13414192697,23,Freelancer,750,Divorced,Rural,0
245281,169292.91874658983,78420.71317908516,38449.00976143147,Moderate,75840.85300912829,46,Employed,833,Married,Rural,2
132859,54286.79175507827,18675.817532491044,22338.491723412608,Conservative,33465.728712450116,54,Employed,455,Married,Rural,1
394325,145471.00735548275,177685.40015032783,23641.28124481512,Conservative,37912.391070522164,29,Freelancer,705,Married,Rural,0
414070,261493.90140175942,42114.171318139786,32178.811136991008,Moderate,93414.64150461124,26,Freelancer,674,Single,Suburban,0
372228,112018.27264235521,19254.13184913497,5403.874683319415,Moderate,21301.3084032576,58,Freelancer,754,Married,Rural,1
451839,175849.5450604198,124664.04692622344,21812.222418215864,Aggressive,10374.942457535164,66,Freelancer,501,Married,Rural,0
289536,91069.40558963349,90453.22387106248,48597.542262990275,Moderate,34341.01138000179,36,Unemployed,751,Married,Rural,1
337824,129536.09902710195,104905.97116362442,1877.6160030022804,Conservative,74592.21194922738,34,Unemployed,486,Divorced,Suburban,0
277426,108379.1412763066,20676.66169161488,15800.236143319691,Moderate,62607.72910561319,65,Unemployed,667,Divorced,Urban,2
197789,97675.48631604285,37840.93473696543,15705.490954468538,Moderate,41579.54393695692,61,Unemployed,639,Single,Rural,1
238164,119359.11866192445,65409.24808898353,31673.20596178863,Conservative,96475.25328318305,49,Employed,561,Divorced,Rural,2
333003,245466.91275031053,49104.833348142645,5290.017971206995,Aggressive,73499.64382945733,52,Freelancer,842,Single,Rural,0
145657,80847.62519672069,64479.68087099864,31427.201543943058,Aggressive,6186.142438329379,31,Employed,605,Divorced,Suburban,1
255167,168844.61191349512,22760.68722880258,4752.012032580971,Conservative,74463.14438540483,66,Employed,464,Single,Suburban,2
177381,62450.294342629255,47772.78284170289,4747.68237091655,Conservative,2403.8555905858348,33,Unemployed,387,Single,Rural,1
214806,88654.5986530671,77574.44294257656,36409.16785942412,Conservative,65032.332311740545,38,Employed,499,Single,Urban,2
90467,58936.69213750897,15179.276549139802,16206.758691639816,Conservative,21048.283629265872,29,Unemployed,570,Divorced,Rural,1
203734,66499.18104104754,67417.27804015356,48871.14738568739,Moderate,69644.22090375578,41,Freelancer,350,Married,Urban,2
118506,64384.1712809291,50154.502471247506,1867.6468217777465,Moderate,30977.956664779616,51,Unemployed,788,Divorced,Urban,1
129751,77809.66133186566,17600.935785000882,22255.333185899704,Aggressive,87300.63079555648,25,Freelancer,497,Married,Suburban,2
401050,241060.25527362374,185585.59325811255,5656.796883701181,Conservative,33691.38365914604,61,Unemployed,322,Divorced,Suburban,0
425904,132654.78802515208,127388.45698276303,17568.948337905433,Moderate,61969.585540429696,38,Employed,522,Married,Suburban,0
307486,141767.65089420768,56778.64343353217,49911.12253045253,Aggressive,28592.755965398832,65,Employed,520,Divorced,Urban,1
188229,116371.6993781656,45906.46004261825,44442.12558692659,Moderate,91722.15451421782,25,Unemployed,565,Single,Urban,2
481079,180164.02203347094,91638.98166703228,2416.2204427698452,Conservative,78099.59810281724,45,Freelancer,372,Single,Urban,0
388452,251603.39971216448,146174.49613428742,28162.79219128417,Conservative,24330.287634460314,33,Freelancer,376,Single,Suburban,0
465299,313128.826867897,189998.00607387893,32391.115241221785,Conservative,94879.67125586596,27,Unemployed,843,Married,Suburban,0
126081,99728.12875032022,53561.96071241809,10476.731197506284,Aggressive,35715.75895762282,69,Employed,734,Married,Suburban,1
478949,193936.50679724122,236407.1728168785,7255.278669822513,Aggressive,65186.49476671875,32,Freelancer,364,Single,Rural,0
109045,77701.68682782576,44280.76805388538,45219.05673327617,Aggressive,74285.32311143963,21,Unemployed,656,Married,Urban,2
54698,30638.991082148266,17537.427654335366,48440.822074168835,Aggressive,2290.2161464912306,43,Freelancer,317,Single,Urban,1
130078,63313.033790620895,26360.194088392906,49594.64286598209,Conservative,95896.73461572462,32,Employed,735,Divorced,Rural,2
362767,131027.2245622914,107040.9157141036,39488.088686731724,Aggressive,34444.13060873649,53,Freelancer,740,Married,Urban,0
42671,28493.679867214854,2922.139000512726,33175.10347026285,Aggressive,18977.889343122424,49,Unemployed,308,Married,Urban,1
438400,183219.98573229622,168859.09090054125,17286.512609649897,Conservative,85070.77917284981,60,Freelancer,769,Divorced,Rural,0
375528,182398.08075969055,94137.35727180606,8569.915616237622,Conservative,70289.92828234144,55,Freelancer,647,Married,Urban,0
455323,150835.35718879523,26868.81666410699,3949.029968311585,Moderate,8674.327262335257,21,Employed,671,Married,Suburban,0
106202,74413.98459693228,8297.362991029893,34664.8734275746,Conservative,11704.458137676955,58,Employed,474,Married,Rural,1
71663,48966.916696689936,16078.304138586347,39236.17075896791,Conservative,71519.1870653649,26,Employed,814,Divorced,Urban,2
35708,23810.377029575448,11160.167020499626,41322.682622749,Aggressive,7478.325595908397,52,Employed,429,Single,Suburban,1
374050,168218.4225497451,96838.46919749434,45688.25016518993,Aggressive,91717.54351240651,45,Unemployed,592,Single,Urban,0
331955,128380.28902647791,109094.33611602277,43996.47818191868,Conservative,74154.01369476331,54,Freelancer,652,Divorced,Rural,0
153883,95219.20449823618,40953.254641515596,49987.06361290463,Moderate,33549.220596698884,64,Freelancer,523,Divorced,Suburban,1
338394,185468.0636928044,117682.17498951669,12203.200548362563,Aggressive,36293.87792253382,26,Freelancer,823,Divorced,Urban,0
132547,51577.51486540476,19697.37612226429,38165.380760610526,Moderate,50649.60962041014,19,Freelancer,808,Single,Rural,1
485298,312025.0840089784,48908.057874226695,29322.97561873988,Conservative,36096.94136485402,20,Unemployed,667,Divorced,Urban,0
406393,323311.32200357754,129393.61285498361,13062.256622679119,Moderate,78346.85514383158,61,Employed,799,Single,Urban,0
54754,36882.83065361377,14680.11041464876,49095.26611434714,Aggressive,97473.69441016157,65,Freelancer,389,Divorced,Suburban,2
246814,165363.70002171127,15324.790924450997,44894.90523871261,Aggressive,58452.15154381931,22,Freelancer,371,Married,Urban,2
257714,199768.65040437723,57010.67888707851,6425.783422205822,Conservative,44603.73276675289,27,Employed,732,Single,Rural,0
162483,65231.75490633641,15883.771578300039,1307.9171161709924,Conservative,22277.41402682172,45,Employed,647,Single,Rural,1
153983,89737.44012424909,44518.11356069887,34416.53811663384,Aggressive,65343.34192478002,32,Freelancer,562,Divorced,Suburban,2
480486,379499.0657598853,109598.83538519478,30206.531442826756,Conservative,68557.68618153971,31,Employed,570,Married,Suburban,0
234835,89858.92127484047,76537.03806974474,46790.781205557294,Moderate,68519.06070143638,63,Freelancer,808,Single,Urban,2
421896,274285.5503409028,174040.9591606298,11700.264358018492,Conservative,2698.5035868492323,40,Freelancer,807,Divorced,Rural,0
104896,62193.370535934315,19390.120817106657,4219.397394749352,Conservative,89912.21006604709,30,Freelancer,719,Married,Suburban,2
497095,294896.41216577264,240070.01546146147,12960.766688599324,Moderate,33810.65634291767,33,Freelancer,371,Single,Urban,0
91295,59235.41996972263,26570.088279014177,946.3820255731725,Conservative,74416.5762481609,47,Freelancer,373,Divorced,Urban,2
239686,183313.88088819062,78672.34177565304,1794.6375594466213,Aggressive,75980.69071003198,57,Freelancer,802,Married,Rural,2
382833,264648.9958895536,136404.38099660786,45742.89029603798,Conservative,65055.49788122396,25,Employed,445,Single,Rural,0
293255,96207.59650366033,102647.80965477438,17600.829125093915,Aggressive,39486.652314429215,34,Unemployed,345,Single,Urban,1
319648,232180.8030486157,89481.24923279061,20540.450050484033,Aggressive,60838.42168165255,47,Unemployed,404,Married,Rural,0
152874,63101.902635533224,37139.81050793976,918.5827269052205,Conservative,4019.8691257876562,34,Freelancer,408,Divorced,Urban,1
28155,13752.509154076275,2089.154040636334,13526.08900859233,Moderate,76189.57921879062,52,Employed,616,Divorced,Urban,2
486872,258463.98921454384,29182.440853064192,40236.29918707155,Conservative,9958.864832833891,18,Freelancer,420,Married,Rural,0
321528,173770.7723050665,67868.94613007884,30774.54798333596,Moderate,39675.09257996017,66,Employed,798,Single,Suburban,0
394705,204295.4397440428,78999.17982690725,37689.03005432076,Moderate,10361.878766496657,41,Freelancer,342,Married,Urban,0
67254,51696.57922459688,15096.022474594152,22360.687039689252,Conservative,83707.44458190945,65,Freelancer,398,Married,Rural,2
304062,198555.3757541693,34135.73035430918,15486.4610875665,Moderate,55030.239343595924,66,Unemployed,610,Married,Urban,0
105981,65240.34811456885,40503.365165894356,24140.504666418517,Moderate,69095.51201692724,42,Employed,513,Single,Urban,2
473929,153989.49119257086,206459.57965871965,16153.553420287559,Aggressive,68258.2169842613,19,Employed,762,Married,Urban,0
50306,37827.9319960392,23765.640301206793,41948.5548337034,Conservative,84160.62316585044,42,Unemployed,722,Married,Rural,2
167718,126575.95211163208,45546.009369767075,14883.685779642286,Moderate,13256.940334513467,31,Unemployed,688,Single,Rural,1
328987,227036.07754933956,120208.41669117982,32988.18202265419,Conservative,65972.81404048842,56,Unemployed,411,Single,Rural,0
140975,42787.971003812476,61323.84383186745,6849.111115476392,Aggressive,57513.405440365736,68,Unemployed,571,Married,Suburban,2
378745,124470.80434719722,90228.80009199606,34343.324686745495,Conservative,3089.712257131538,50,Employed,401,Divorced,Urban,0
127512,52612.96236182983,24129.829934784048,45664.98558000169,Moderate,20142.290882280256,34,Employed,509,Married,Suburban,1
167443,61229.66947400381,78953.73641259917,30429.157731995416,Conservative,26757.154137822083,48,Unemployed,321,Single,Urban,1
490587,245007.98565213176,138372.24547346163,27992.76900172386,Moderate,7255.6375429166155,27,Freelancer,458,Single,Rural,0
393616,299664.3988161417,107757.98862095978,48055.91340108201,Aggressive,35471.98058988015,23,Freelancer,642,Single,Urban,0
153121,82077.4828723393,19949.71300485457,31369.827765792317,Moderate,2720.250871547569,56,Freelancer,699,Divorced,Urban,1
182688,56030.64950881973,18025.78048606983,12977.52166365413,Moderate,55318.34922577296,42,Freelancer,753,Single,Urban,2
385871,170312.98099172322,165518.6277100188,14619.55119238702,Moderate,21150.096057978728,55,Employed,442,Divorced,Suburban,0
395037,127319.4194094648,128924.24738471485,35265.33212679636,Aggressive,28700.31055091986,54,Employed,696,Single,Rural,0
303076,96421.75375560489,59591.125231825295,36771.82969460932,Moderate,91047.1626171284,47,Employed,835,Single,Rural,2
137796,60335.346438577355,18779.017715179125,15174.81158945076,Aggressive,50281.68491235254,51,Freelancer,440,Married,Urban,1
311999,136595.08702774614,93591.51816204017,17267.19889631651,Moderate,26901.393124441587,35,Unemployed,539,Divorced,Rural,0
